,Fire Department Name,Fire Department Code,Address,City,State,Zip Code,County Code,County Name,Phone Number,Latitude,Longitude,Location 1
1050,CLARENDON FIRE COMPANY,37004,16169 E LEE RD PO BOX 136,CLARENDON,NY,14429,37,Orleans,5856385118.0,43.197532,-78.073386,"(43.197532, -78.073386)"
1051,EAST SHELBY FIRE DEPARTMENT,37005,5021 EAST SHELBY RD,MEDINA,NY,14103,37,Orleans,5857981642.0,43.168721000000005,-78.325245,"(43.168721, -78.325245)"
1052,HOLLEY FIRE DEPARTMENT,37006,7 THOMAS STREET,HOLLEY,NY,14470,37,Orleans,5856386884.0,43.224148,-78.02555,"(43.224148, -78.02555)"
1053,FANCHER-HULBERTON-MURRAY FD,37007,3353 HULBERTN RD PO BOX 195,FANCHER,NY,14452-0195,37,Orleans,5856388568.0,43.24446,-78.09111999999999,"(43.24446, -78.09112)"
1054,KENDALL VOLUNTEER FIRE DEPT,37008,1879 KENDALL ROAD,KENDALL,NY,14476,37,Orleans,5856598082.0,43.324825,-78.035945,"(43.324825, -78.035945)"
1055,LYNDONVILLE FIRE DEPARTMENT,37010,148 N MAIN ST PO BOX 150,LYNDONVILLE,NY,14098,37,Orleans,5857659003.0,43.325514,-78.388692,"(43.325514, -78.388692)"
1056,MEDINA FIRE DEPARTMENT,37011,600 MAIN STREET,MEDINA,NY,14103,37,Orleans,5857981661.0,43.21905,-78.386953,"(43.21905, -78.386953)"
1057,RIDGEWAY FIRE DEPARTMENT,37013,11392 RIDGE RD PO BOX 816,MEDINA,NY,14103,37,Orleans,5857982077.0,43.267451,-78.386736,"(43.267451, -78.386736)"
1058,SHELBY FIRE DEPARTMENT,37014,4677 S GRAVEL RD PO BOX 1,MEDINA,NY,14103,37,Orleans,5857982015.0,43.22037,-78.38839,"(43.22037, -78.38839)"
1059,ALTMAR FIRE DEPARTMENT,38002,PO BOX 174,ALTMAR,NY,13302,38,Oswego,3152985555.0,43.509085999999996,-76.00215899999999,"(43.509086, -76.002159)"
1060,FULTON FIRE DEPARTMENT,38003,170 SOUTH 2ND STREET,FULTON,NY,13069,38,Oswego,3155927477.0,43.321289,-76.414969,"(43.321289, -76.414969)"
1061,CAUGHDENOY VOLUNTEER FIRE DEPT,38004,48 PROSPECT STREET,CENTRAL SQUARE,NY,13036,38,Oswego,3156683551.0,43.273222,-76.204623,"(43.273222, -76.204623)"
1062,CENTRAL SQUARE FIRE CO #1,38005,687 N MAIN STREET PO BOX 92,CENTRAL SQUARE,NY,13036,38,Oswego,3156686555.0,43.287999,-76.147148,"(43.287999, -76.147148)"
1063,CLEVELAND FIRE DEPARTMENT,38006,31 WEST STREET,CLEVELAND,NY,13042,38,Oswego,3156753731.0,43.236868,-75.88830300000001,"(43.236868, -75.888303)"
1064,CODY FIRE DEPARTMENT,38007,155 COUNTY ROUTE 55,FULTON,NY,13069,38,Oswego,3155927642.0,43.32463,-76.40395,"(43.32463, -76.40395)"
1065,CONSTANTIA VOLUNTEER FIRE DEPT,38008,PO BOX 324,CONSTANTIA,NY,13044,38,Oswego,3156237351.0,43.29609,-75.98075,"(43.29609, -75.98075)"
1066,GRANBY CENTER FIRE DEPARTMENT,38010,PO BOX 358,FULTON,NY,13069,38,Oswego,3155987187.0,43.325472,-76.465695,"(43.325472, -76.465695)"
1067,HASTINGS VOLUNTEER FIRE DEPT,38011,PO BOX 241,HASTINGS,NY,13076,38,Oswego,3156257592.0,43.3454,-76.15241,"(43.3454, -76.15241)"
1068,HANNIBAL FIRE DEPARTMENT,38012,155 OSWEGO ST  PO BOX 252,HANNIBAL,NY,13074,38,Oswego,3155645601.0,43.322818,-76.577634,"(43.322818, -76.577634)"
1069,LACONA VOLUNTEER FIRE DEPARTMENT,38013,34 MAPLE AVE PO BOX 178,LACONA,NY,13083,38,Oswego,3153875547.0,43.645993,-76.06769200000001,"(43.645993, -76.067692)"
1070,MEXICO FIRE DEPARTMENT,38014,PO BOX 27,MEXICO,NY,13114,38,Oswego,3159637494.0,43.459651,-76.230414,"(43.459651, -76.230414)"
1071,MINETTO VOLUNTEER FIRE DEPT,38015,PO BOX 99,MINETTO,NY,13115,38,Oswego,3153437566.0,43.398804999999996,-76.47745400000001,"(43.398805, -76.477454)"
1072,NEW HAVEN FIRE DEPARTMENT,38016,PO BOX 53,NEW HAVEN,NY,13121,38,Oswego,3159638070.0,43.47722,-76.30423,"(43.47722, -76.30423)"
1073,ORWELL FIRE DEPARTMENT,38017,PO BOX 192,ORWELL,NY,13426,38,Oswego,3152985772.0,43.57505,-75.99613000000001,"(43.57505, -75.99613)"
1074,OSWEGO FIRE DEPARTMENT (CITY),38018,35 EAST CAYUGA STREET,OSWEGO,NY,13126,38,Oswego,3153432161.0,43.459661,-76.50591800000001,"(43.459661, -76.505918)"
1075,PALERMO VOLUNTEER FIRE DEPT,38019,4170 STATE ROUTE 3,FULTON,NY,13069,38,Oswego,3155987596.0,43.368658,-76.28277800000001,"(43.368658, -76.282778)"
1076,PARISH FIRE DEPARTMENT,38020,PO BOX 313,PARISH,NY,13131,38,Oswego,3156257411.0,43.405122999999996,-76.12696700000001,"(43.405123, -76.126967)"
1077,PENNELLVILLE FIRE DEPARTMENT,38021,3 GODFREY ROAD PO BOX 123,PENNELLVILLE,NY,13132,38,Oswego,3156956045.0,43.282727,-76.27079599999999,"(43.282727, -76.270796)"
1078,RINGGOLD FIRE DEPARTMENT,38023,12 LAKE STREET PO BOX 414,PULASKI,NY,13142,38,Oswego,3152982121.0,43.56812,-76.13028,"(43.56812, -76.13028)"
1079,REDFIELD VOLUNTEER FIRE DEPT,38024,4879 COUNTY ROUTE 17,REDFIELD,NY,13437,38,Oswego,3155997757.0,43.56693,-75.82155,"(43.56693, -75.82155)"
1080,RICHLAND FIRE DEPARTMENT,38025,PO BOX 214,RICHLAND,NY,13144,38,Oswego,3152986066.0,43.578140000000005,-75.97816,"(43.57814, -75.97816)"
1081,SANDY CREEK FIRE DEPARTMENT,38026,6026 SOUTH MAIN STREET,SANDY CREEK,NY,13145,38,Oswego,3153875421.0,43.65672,-76.12862,"(43.65672, -76.12862)"
1082,SCRIBA VOLUNTEER FIRE DEPARTMENT,38027,PO BOX 69,LYCOMING,NY,13093,38,Oswego,3153434545.0,43.499309999999994,-76.38601,"(43.49931, -76.38601)"
1083,VOLNEY VOLUNTEER FIRE DEPARTMENT,38028,3002 STATE ROUTE 3,FULTON,NY,13069,38,Oswego,3155937473.0,43.342139,-76.35611899999999,"(43.342139, -76.356119)"
1084,WEST AMBOY VOLUNTEER FIRE CO,38029,10 CUSSON DRIVE,WEST MONROE,NY,13167-3153,38,Oswego,3156257112.0,43.379089,-75.986153,"(43.379089, -75.986153)"
1085,WILLIAMSTOWN FIRE DEPARTMENT,38030,PO BOX 168,WILLIAMSTOWN,NY,13493,38,Oswego,3159642222.0,43.42521,-75.94635,"(43.42521, -75.94635)"
1086,WEST MONROE FIRE DEPARTMENT,38033,54 CO RTE 11 PO BOX 29,WEST MONROE,NY,13167,38,Oswego,3156764600.0,43.30233,-76.05719,"(43.30233, -76.05719)"
1087,OSWEGO (TOWN) VOL FIRE DEPT INC,38034,640 CO RTE 20,OSWEGO,NY,13126,38,Oswego,3153432030.0,43.413476,-76.561448,"(43.413476, -76.561448)"
1088,PHOENIX FIRE DEPARTMENT,38047,457 MAIN STREET,PHOENIX,NY,13135,38,Oswego,3156956433.0,43.229555,-76.298867,"(43.229555, -76.298867)"
1089,CHERRY VALLEY VOL FIRE DEPT,39001,11 RAILROAD AVE PO BOX 502,CHERRY VALLEY,NY,13320,39,Otsego,6072648221.0,42.78052,-74.74888,"(42.78052, -74.74888)"
1090,COOPERSTOWN FIRE DEPARTMENT,39002,24 CHESTNUT STREET PO BOX 1,COOPERSTOWN,NY,13326,39,Otsego,6075472761.0,42.700851,-74.927097,"(42.700851, -74.927097)"
1091,EAST WORCESTER FIRE DEPARTMENT,39003,70 MAIN STREET,EAST WORCESTER,NY,12064,39,Otsego,6073978889.0,42.622060999999995,-74.673929,"(42.622061, -74.673929)"
1092,EDMESTON VOLUNTEER FIRE DEPT,39004,27 EAST STREET PO BOX 41,EDMESTON,NY,13335,39,Otsego,6079658020.0,42.697895,-75.241793,"(42.697895, -75.241793)"
1093,FLY CREEK VOLUNTEER FIRE DEPT,39005,832 CO HWY 26 PO BOX 218,FLY CREEK,NY,13337,39,Otsego,6075475469.0,42.75162,-74.98373000000001,"(42.75162, -74.98373)"
1094,GARRATTSVILLE FIRE COMPANY,39006,4413 STATE RTE 51,GARRATTSVILLE,NY,13342,39,Otsego,6079658536.0,42.44623,-75.34364000000001,"(42.44623, -75.34364)"
1095,GILBERTSVILLE FIRE DEPARTMENT,39007,14 MARION AVE PO BOX 72,GILBERTSVILLE,NY,13776,39,Otsego,6077832520.0,42.44623,-75.34364000000001,"(42.44623, -75.34364)"
1096,HARTWICK FIRE DEPARTMENT (NO 1),39008,3088 CO HWY 11 PO BOX 86,HARTWICK,NY,13348,39,Otsego,6072937741.0,42.69597,-75.06381,"(42.69597, -75.06381)"
1097,HARTWICK SEMINARY FIRE DEPT(NO2),39009,4877 ST HWY 28,COOPERSTOWN,NY,13326,39,Otsego,6075478091.0,42.70236,-74.92501999999999,"(42.70236, -74.92502)"
1098,LAURENS FIRE DEPARTMENT,39010,34 MAIN STREET,LAURENS,NY,13796,39,Otsego,6074332906.0,42.530752,-75.090802,"(42.530752, -75.090802)"
1099,MIDDLEFIELD VOLUNTEER FIRE DEPT,39011,3666 COUNTY HWY 35,MIDDLEFIELD,NY,13450,39,Otsego,6075475664.0,42.69794,-74.81600999999999,"(42.69794, -74.81601)"
1100,MILFORD FIRE DEPARTMENT,39012,64 S MAIN ST PO BOX 359,MILFORD,NY,13807,39,Otsego,6072869492.0,42.58937,-74.97411,"(42.58937, -74.97411)"
1101,MORRIS FIRE DEPARTMENT,39013,117 MAIN STREET,MORRIS,NY,13808,39,Otsego,6072635500.0,42.549735999999996,-75.24001,"(42.549736, -75.24001)"
1102,MOUNT VISION FIRE COMPANY,39014,179 CO HWY 11B PO BOX 551,MT VISION,NY,13810,39,Otsego,6074330997.0,42.61107,-75.11619,"(42.61107, -75.11619)"
1103,OTEGO VOLUNTEER FIRE DEPARTMENT,39015,5 RIVER STREET,OTEGO,NY,13825,39,Otsego,6079887911.0,42.396991,-75.17286700000001,"(42.396991, -75.172867)"
1104,ONEONTA FIRE DEPARTMENT,39016,81 MAIN STREET,ONEONTA,NY,13820,39,Otsego,6074333480.0,42.45722,-75.05729000000001,"(42.45722, -75.05729)"
1105,RICHFIELD SPRINGS FIRE DEPT,39017,34 EAST JAMES STREET,RICHFIELD SPRINGS,NY,13439,39,Otsego,3158580850.0,42.851397,-74.982213,"(42.851397, -74.982213)"
1106,SCHENEVUS FIRE DEPARTMENT,39018,40 MAIN STREET PO BOX 116,SCHENEVUS,NY,12155,39,Otsego,6076389017.0,42.547506,-74.829157,"(42.547506, -74.829157)"
1107,SCHUYLER LAKE FIRE DEPARTMENT,39019,1490 CO HWY 22,SCHUYLER LAKE,NY,13457,39,Otsego,3158582572.0,42.7797,-75.02875999999999,"(42.7797, -75.02876)"
1108,SPRINGFIELD VOL FIRE DEPT,39020,101 CO HWY 29A,SPRINGFIELD,NY,13468,39,Otsego,6075475351.0,42.84467,-74.85709,"(42.84467, -74.85709)"
1109,UNADILLA FIRE DEPARTMENT,39021,16 CLIFTON ST PO BOX R,UNADILLA,NY,13849,39,Otsego,6073699150.0,42.325396999999995,-75.316674,"(42.325397, -75.316674)"
1110,UNADILLA FORKS FIRE DEPARTMENT,39022,105 CO HWY 18A,UNADILLA FORKS,NY,13491,39,Otsego,3158554542.0,42.85264,-75.17106,"(42.85264, -75.17106)"
1111,WELLS BRIDGE FIRE DEPARTMENT,39023,114 CO HWY 4,WELLS BRIDGE,NY,13859,39,Otsego,6079882542.0,42.368713,-75.245681,"(42.368713, -75.245681)"
1112,WEST EDMESTON FIRE DEPARTMENT,39024,156 CO HWY 18C PO BOX 39,WEST EDMESTON,NY,13485,39,Otsego,3158554404.0,42.77009,-75.29368000000001,"(42.77009, -75.29368)"
1113,WESTFORD VOLUNTEER FIRE DEPT,39025,1812 CO HWY 34 PO BOX 24,WESTFORD,NY,13488,39,Otsego,6076389075.0,42.69451,-74.74804,"(42.69451, -74.74804)"
1114,WEST LAURENS FIRE DEPARTMENT,39026,2766 ST HWY 23,WEST LAURENS,NY,13796,39,Otsego,6072632211.0,42.50954,-75.13427,"(42.50954, -75.13427)"
1115,WEST ONEONTA FIRE DEPARTMENT,39027,2865 CO HWY 8 PO BOX 8,WEST ONEONTA,NY,13861,39,Otsego,6074321310.0,42.50954,-75.13427,"(42.50954, -75.13427)"
1116,WORCESTER VFD,39028,36 CHURCH ST PO BOX 430,WORCESTER,NY,12197,39,Otsego,6073978032.0,42.594390000000004,-74.75199,"(42.59439, -74.75199)"
1117,WEST EXETER FIRE DEPARTMENT,39029,6960 ST HWY 51,WEST EXETER,NY,13487,39,Otsego,3158226388.0,42.85264,-75.17106,"(42.85264, -75.17106)"
1118,PITTSFIELD FIRE DEPARTMENT,39030,167 STATE HIGHWAY 80,NEW BERLIN,NY,13411,39,Otsego,6078478127.0,42.6244,-75.33074,"(42.6244, -75.33074)"
1119,BREWSTER FIRE DEPARTMENT,40001,501 NORTH MAIN STREET,BREWSTER,NY,10509,40,Putnam,9142793555.0,41.398571000000004,-73.619434,"(41.398571, -73.619434)"
1120,CARMEL FIRE DEPARTMENT,40002,94 GLENEIDA AVENUE,CARMEL,NY,10512,40,Putnam,8452255100.0,41.429583,-73.67948100000001,"(41.429583, -73.679481)"
1121,COLD SPRING FIRE COMPANY NO. 1,40003,154 MAIN STREET,COLD SPRING,NY,10516,40,Putnam,9142659241.0,41.419044,-73.95644899999999,"(41.419044, -73.956449)"
1122,CONTINENTAL VILLAGE FIRE DEPT,40004,12 SPY POND DRIVE,GARRISON,NY,10524,40,Putnam,9147391020.0,41.329173,-73.915273,"(41.329173, -73.915273)"
1123,GARRISON VOLUNTEER FIRE COMPANY,40005,PO BOX 252 UPPER STATION RD,GARRISON,NY,10524,40,Putnam,8454243886.0,41.361270000000005,-73.91776,"(41.36127, -73.91776)"
1124,LAKE CARMEL FIRE DEPARTMENT,40006,851 ROUTE 52,CARMEL,NY,10512,40,Putnam,8452253730.0,41.477427,-73.671348,"(41.477427, -73.671348)"
1125,MAHOPAC FIRE DEPARTMENT,40007,741 ROUTE 6 PO BOX 267,MAHOPAC,NY,10541,40,Putnam,8456283160.0,41.370740000000005,-73.75271,"(41.37074, -73.75271)"
1126,MAHOPAC FALLS VOLUNTEER FIRE DEPT,40008,PO BOX 190,MAHOPAC,NY,10541,40,Putnam,8456284414.0,41.370740000000005,-73.75271,"(41.37074, -73.75271)"
1127,PATTERSON FIRE DEPT NO 1 INC,40010,PO BOX 334 ROUTE 311,PATTERSON,NY,12563,40,Putnam,9148789359.0,41.514893,-73.60159,"(41.514893, -73.60159)"
1128,PUTNAM LAKE FIRE DEPARTMENT,40011,72 FAIRFIELD DRIVE,PATTERSON,NY,12563,40,Putnam,8452798480.0,41.460399,-73.547752,"(41.460399, -73.547752)"
1129,PUTNAM VALLEY VOL FIRE DEPT,40012,12 CANOPUS HOLLOW RD POB 21,PUTNAM VALLEY,NY,10579,40,Putnam,8455262879.0,41.367373,-73.86735,"(41.367373, -73.86735)"
1130,NORTH HIGHLANDS ENGINE CO NO 1,40013,504 FISHKILL ROAD,COLD SPRING,NY,10516,40,Putnam,9142659595.0,41.460244,-73.92286700000001,"(41.460244, -73.922867)"
1131,KENT VOLUNTEER FIRE DEPARTMENT,40014,2490 ROUTE 301,CARMEL,NY,10512,40,Putnam,8452252223.0,41.472057,-73.76038100000001,"(41.472057, -73.760381)"
1133,AVERILL PARK FIRE DEPARTMENT,42001,10 SUNSET ROAD BOX 116,AVERILL PARK,NY,12018,42,Rensselaer,5186743077.0,42.629937,-73.549541,"(42.629937, -73.549541)"
1134,BERLIN VOLUNTEER FIRE DEPARTMENT,42002,PO BOX 1,BERLIN,NY,12022,42,Rensselaer,5186582890.0,42.692539000000004,-73.369589,"(42.692539, -73.369589)"
1135,BEST LUTHER VOL FIRE CO,42003,303 OLD BEST ROAD,WEST SAND LAKE,NY,12196,42,Rensselaer,5182835641.0,42.619,-73.637799,"(42.619, -73.637799)"
1136,BRUNSWICK NO 1 FIRE DEPARTMENT,42004,566 HOOSICK ROAD,TROY,NY,12180,42,Rensselaer,5182729393.0,42.740294,-73.65656899999999,"(42.740294, -73.656569)"
1137,BRUSHTON FIRE DEPARTMENT,42004,816 COUNTY RD 7 PO BOX 607,BRUSHTON,NY,12916,17,Franklin,5185296007.0,42.740294,-73.65656899999999,"(42.740294, -73.656569)"
1138,BUSKIRK VOLUNTEER FIRE DEPT,42005,3388 NY 67,BUSKIRK,NY,12028,42,Rensselaer,5186869966.0,42.956201,-73.433047,"(42.956201, -73.433047)"
1139,CASTLETON FIRE DEPARTMENT,42006,11 GREEN AVENUE,CASTLETON,NY,12033,42,Rensselaer,5187324342.0,42.52878,-73.755801,"(42.52878, -73.755801)"
1140,CENTER BRUNSWICK VOL FIRE CO,42007,1045 HOOSICK ROAD,TROY,NY,12180,42,Rensselaer,5182793878.0,42.757368,-73.609214,"(42.757368, -73.609214)"
1141,CLINTON HEIGHTS FIRE DEPARTMENT,42008,PO BOX 332,RENSSELAER,NY,12144,42,Rensselaer,5184653990.0,42.6371,-73.72434,"(42.6371, -73.72434)"
1142,DEFREESTVILLE FIRE DEPARTMENT,42009,480 NORTH GREENBUSH ROAD,RENSSELAER,NY,12144,42,Rensselaer,5182863612.0,42.658998,-73.692821,"(42.658998, -73.692821)"
1143,EAGLE MILLS VOLUNTEER FIRE CO,42010,627 BRUNSWICK ROAD,TROY,NY,12180,42,Rensselaer,5182793332.0,42.731384000000006,-73.59314599999999,"(42.731384, -73.593146)"
1144,EAST GREENBUSH FIRE COMPANY,42011,68 PHILLIPS ROAD,RENSSELAER,NY,12144,42,Rensselaer,5184794168.0,42.595375,-73.71996800000001,"(42.595375, -73.719968)"
1145,EAST SCHODACK FIRE DEPARTMENT,42012,ROUTE 150,EAST SCHODACK,NY,12061,42,Rensselaer,5184793366.0,42.56487,-73.63846,"(42.56487, -73.63846)"
1146,GRAFTON VOL FIRE DEPT,42013,2385 RTE 2,GRAFTON,NY,12082,42,Rensselaer,5182793606.0,42.76533,-73.47663,"(42.76533, -73.47663)"
1147,HEMSTREET PARK FIRE DEPARTMENT,42014,133 S LINDEN ST PO BOX 667,MECHANICVILLE,NY,12118,42,Rensselaer,5186644249.0,42.913129999999995,-73.70916,"(42.91313, -73.70916)"
1148,HOAGS CORNERS VOL FIRE DEPT,42015,7237 STATE ROUTE 66,EAST NASSAU,NY,12062,42,Rensselaer,5187665474.0,42.53562,-73.50999,"(42.53562, -73.50999)"
1149,HOOSICK VOL FIRE COMPANY,42016,"664 SOUTH ST, PO BOX 167",HOOSICK,NY,12089,42,Rensselaer,5186867919.0,42.86246,-73.32497,"(42.86246, -73.32497)"
1150,HOOSICK FALLS FIRE DEPARTMENT,42017,2 GRIFFIN AVE PO BOX 312,HOOSICK FALLS,NY,12090,42,Rensselaer,5186867427.0,42.892884,-73.35029200000001,"(42.892884, -73.350292)"
1151,HOOSIC VALLEY FIRE DEPARTMENT,42018,69 STILLWATER BRIDGE ROAD,SCHAGHTICOKE,NY,12154,42,Rensselaer,5187534664.0,42.906822999999996,-73.590261,"(42.906823, -73.590261)"
1152,JOHNSONVILLE VOL FIRE COMPANY,42019,PO BOX 190,JOHNSONVILLE,NY,12094,42,Rensselaer,5187534843.0,42.91858,-73.51499,"(42.91858, -73.51499)"
1153,MELROSE FIRE DEPARTMENT,42020,PO BOX 34,MELROSE,NY,12121,42,Rensselaer,5182359860.0,42.83716,-73.58102,"(42.83716, -73.58102)"
1154,MOUNTAIN VIEW FIRE DEPARTMENT,42021,2 SHAFTER AVENUE,TROY,NY,12180,42,Rensselaer,5182834530.0,42.704736,-73.649208,"(42.704736, -73.649208)"
1155,NASSAU HOSE COMPANY NO 1,42022,26 CHATHAM STREET,NASSAU,NY,12123,42,Rensselaer,5187663343.0,42.513996,-73.61075600000001,"(42.513996, -73.610756)"
1156,PETERSBURGH VOLUNTEER FIRE CO,42024,PO BOX 280,PETERSBURGH,NY,12138,42,Rensselaer,5186583560.0,42.78407,-73.3949,"(42.78407, -73.3949)"
1157,PITTSTOWN VOLUNTEER FIRE COMPANY,42025,134 PARKER SCHOOL ROAD,JOHNSONVILLE,NY,12094,42,Rensselaer,5186635773.0,42.832363,-73.48469899999999,"(42.832363, -73.484699)"
1158,PLEASANTDALE FIRE DEPARTMENT,42026,1178 RIVER ROAD PO BOX 223,TROY,NY,12182,42,Rensselaer,5182378812.0,42.798343,-73.662706,"(42.798343, -73.662706)"
1159,POESTENKILL FIRE COMPANY,42027,PO BOX 14,POESTENKILL,NY,12140,42,Rensselaer,5182831649.0,42.695809000000004,-73.578377,"(42.695809, -73.578377)"
1160,RAYMERTOWN FIRE DEPARTMENT,42028,43 MASON LANE,TROY,NY,12180,42,Rensselaer,5186639953.0,42.812179,-73.53772,"(42.812179, -73.53772)"
1161,RENSSELAER FIRE DEPARTMENT,42029,62 WASHINGTON STREET,RENSSELAER,NY,12144,42,Rensselaer,5184653243.0,42.639905999999996,-73.74423900000001,"(42.639906, -73.744239)"
1162,SCHAGHTICOKE FIRE DEPARTMENT,42030,31 SCHOOL ST PO BOX 67,SCHAGHTICOKE,NY,12154,42,Rensselaer,5187534631.0,42.898231,-73.58694200000001,"(42.898231, -73.586942)"
1163,SCHODACK LANDING VOL FIRE DEPT,42031,346 FIRE HOUSE LANE,SCHODACK LANDING,NY,12156,42,Rensselaer,5187327579.0,42.480849,-73.76957900000001,"(42.480849, -73.769579)"
1164,SCHODACK VALLEY FIRE DEPARTMENT,42032,1553 SCHODACK VALLEY ROAD,CASTLETON,NY,12033,42,Rensselaer,5184774215.0,42.550034000000004,-73.68946,"(42.550034, -73.68946)"
1165,SOUTH SCHODACK FIRE DEPARTMENT,42034,1567 BAME ROAD,CASTLETON,NY,12033,42,Rensselaer,5187320536.0,42.497285,-73.688296,"(42.497285, -73.688296)"
1166,SPEIGLETOWN VOLUNTEER FIRE CO,42035,146 SPEIGLETOWN ROAD,TROY,NY,12182,42,Rensselaer,5182355431.0,42.793336,-73.648575,"(42.793336, -73.648575)"
1167,STEPHENTOWN VOLUNTEER FIRE DEPT,42036,PO BOX 208,STEPHENTOWN,NY,12168,42,Rensselaer,5187335151.0,42.55089,-73.38694,"(42.55089, -73.38694)"
1168,TABORTON VOLUNTEER FIRE COMPANY,42037,PO BOX 295,SAND LAKE,NY,12153,42,Rensselaer,5186742915.0,42.643335,-73.47636700000001,"(42.643335, -73.476367)"
1169,TSATSAWASSA (BRAINARD) FIRE DEPT,42038,PO BOX 62,BRAINARD,NY,12024,42,Rensselaer,5187948280.0,42.48285,-73.53379,"(42.48285, -73.53379)"
1170,TROY FIRE DEPARTMENT (CITY),42039,2175 SIXTH AVENUE,TROY,NY,12180-9841,42,Rensselaer,5182704471.0,42.735176,-73.684882,"(42.735176, -73.684882)"
1171,VALLEY FALLS FIRE DEPARTMENT,42040,"CHARLES STREET, PO BOX 245",VALLEY FALLS,NY,12185,42,Rensselaer,5187534525.0,42.89949,-73.56195600000001,"(42.89949, -73.561956)"
1172,WEST HOOSICK FIRE DEPARTMENT,42041,1270 PINE VALLEY RD BOX 134,HOOSICK FALLS,NY,12090,42,Rensselaer,5186864031.0,42.899428,-73.424246,"(42.899428, -73.424246)"
1173,WYNANTSKILL VOLUNTEER FIRE DEPT,42042,PO BOX 174,WYNANTSKILL,NY,12198,42,Rensselaer,5182835506.0,42.66885,-73.62916,"(42.66885, -73.62916)"
1174,WEST SAND LAKE VOL  FIRE CO NO 1,42043,PO BOX 386,WEST SAND LAKE,NY,12196,42,Rensselaer,5186743611.0,42.62918,-73.62295999999999,"(42.62918, -73.62296)"
1175,BLAUVELT VOLUNTEER FIRE COMPANY,44001,548 WESTERN HIGHWAY,BLAUVELT,NY,10913,44,Rockland,8453590047.0,41.060649,-73.95742299999999,"(41.060649, -73.957423)"
1176,CENTRAL NYACK FIRE DEPARTMENT,44002,43 WALDRON AVE PO BOX 589,CENTRAL NYACK,NY,10960,44,Rockland,8453580678.0,41.090526000000004,-73.938968,"(41.090526, -73.938968)"
1177,CONGERS FIRE DEPARTMENT,44003,64 LAKE ROAD,CONGERS,NY,10920,44,Rockland,8452686562.0,41.14995,-73.938725,"(41.14995, -73.938725)"
1178,HAVERSTRAW FIRE DEPARTMENT,44004,25 FAIRMOUNT AVENUE,HAVERSTRAW,NY,10927,44,Rockland,8454290300.0,41.196363,-73.966849,"(41.196363, -73.966849)"
1179,HILLBURN FIRE DEPARTMENT,44005,37 FIFTH STREET  PO BOX 66,HILLBURN,NY,10931,44,Rockland,8453691036.0,41.123822,-74.16886600000001,"(41.123822, -74.168866)"
1180,HILLCREST FIRE COMPANY NO 1,44006,300 NORTH MAIN STREET,SPRING VALLEY,NY,10977,44,Rockland,8453560347.0,41.128398,-74.040908,"(41.128398, -74.040908)"
1181,MONSEY FIRE DEPARTMENT,44007,16 GROVE ST  PO BOX 41,MONSEY,NY,10952,44,Rockland,8453562611.0,41.111055,-74.070945,"(41.111055, -74.070945)"
1182,NANUET FIRE ENGINE COMPANY NO 1,44008,7 PROSPECT ST  PO BOX 356,NANUET,NY,10954,44,Rockland,8456239690.0,41.09686,-74.01191,"(41.09686, -74.01191)"
1183,NEW CITY FIRE ENGINE CO NO 1,44009,15 MAPLE AVENUE,NEW CITY,NY,10956,44,Rockland,8456345010.0,41.146789,-73.988538,"(41.146789, -73.988538)"
1184,NYACK FIRE DEPARTMENT,44010,PO BOX 91,NYACK,NY,10960,44,Rockland,8453585454.0,41.08893,-73.9238,"(41.08893, -73.9238)"
1185,ORANGEBURG VOLUNTEER FIRE ASSN,44011,61 DUTC HILL ROAD,ORANGEBURG,NY,10962,44,Rockland,8453595921.0,41.046288,-73.95483,"(41.046288, -73.95483)"
1186,PEARL RIVER FIRE DEPARTMENT,44012,PO BOX 111,PEARL RIVER,NY,10965,44,Rockland,8453291911.0,41.062526,-74.02466700000001,"(41.062526, -74.024667)"
1187,PIERMONT FIRE DEPARTMENT,44013,554 PIERMONT AVENUE POB 316,PIERMONT,NY,10968,44,Rockland,8453652587.0,41.0413,-73.91709,"(41.0413, -73.91709)"
1188,ROCKLAND LAKE FIRE DEPARTMENT,44014,LANDING ROAD PO BOX 24,ROCKLAND LAKE,NY,10989,44,Rockland,8452680604.0,41.11858,-73.93897,"(41.11858, -73.93897)"
1189,SLOATSBURG FIRE DEPARTMENT,44015,96 ORANGE TPKE PO BOX 115,SLOATSBURG,NY,10974,44,Rockland,8457535575.0,41.157664000000004,-74.192375,"(41.157664, -74.192375)"
1190,SPARKILL FIRE DEPARTMENT,44016,520 ROUTE 340 PO BOX 164,SPARKILL,NY,10976,44,Rockland,8453591324.0,41.027632000000004,-73.92564899999999,"(41.027632, -73.925649)"
1191,SPRING VALLEY FIRE DEPARTMENT,44017,PO BOX 637,SPRING VALLEY,NY,10977,44,Rockland,8453718411.0,41.12166,-74.04825,"(41.12166, -74.04825)"
1192,STONY POINT FIRE DEPARTMENT,44018,25 NORTH LIBERTY DRIVE,STONY POINT,NY,10980,44,Rockland,8457863386.0,41.230693,-73.98631800000001,"(41.230693, -73.986318)"
1193,SUFFERN FIRE DEPARTMENT,44019,35 WASHINGTON AVE POB 117,SUFFERN,NY,10901,44,Rockland,8453576066.0,41.116581,-74.148831,"(41.116581, -74.148831)"
